complaint_id,city,complaint_latitude,complaint_longitude,actual_zone,predicted_zone,prediction_confidence,prob_zone_07,prob_zone_08,is_correct
CT013741,Faridabad,28.44572130624869,77.22246367084642,Zone_07,Zone_07,0.8578,0.8578,0.1422,True
CT018776,Gurugram,28.493736247472143,77.05170100066972,Zone_08,Zone_08,0.9919,0.0081,0.9919,True
CT006291,New Delhi,28.677634974569653,77.1682779001475,Zone_07,Zone_08,0.6551,0.3449,0.6551,False
CT012599,New Delhi,28.564074313504268,77.2429120812853,Zone_08,Zone_08,0.6256,0.3742,0.6256,True
CT007341,Faridabad,28.439893140193178,77.2844642207193,Zone_07,Zone_07,0.8368,0.8368,0.1631,True
CT011100,Gurugram,28.48885291176268,77.0014978578818,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT015055,Ghaziabad,28.6584405672862,77.43945641260632,Zone_07,Zone_07,0.9907,0.9907,0.0,True
CT006319,Gurugram,28.497836535208705,76.99026091417669,Zone_08,Zone_08,0.9995,0.0002,0.9995,True
CT003115,Gurugram,28.4588486613446,77.02094554588577,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT014272,Noida,28.601239363384128,77.37605530431576,Zone_07,Zone_07,0.9961,0.9961,0.0032,True
CT001118,Noida,28.49741579586512,77.38015620546224,Zone_07,Zone_07,0.9869,0.9869,0.0107,True
CT014203,Ghaziabad,28.621412567992223,77.44096960256162,Zone_07,Zone_07,0.9196,0.9196,0.0,True
CT013603,Gurugram,28.478856844248472,76.97939586821659,Zone_08,Zone_08,0.99,0.01,0.99,True
CT002208,Gurugram,28.432948953195584,77.05083690396998,Zone_08,Zone_08,1.0,0.0,1.0,True
CT006221,Gurugram,28.421514309465252,77.01319432474776,Zone_08,Zone_08,0.9966,0.0034,0.9966,True
CT019685,Gurugram,28.465214775474717,76.99366711594652,Zone_08,Zone_08,0.9898,0.0102,0.9898,True
CT003530,Gurugram,28.458179351695268,77.04618740745445,Zone_08,Zone_08,0.9877,0.0123,0.9877,True
CT015892,New Delhi,28.5885267525806,77.25148855910528,Zone_08,Zone_08,0.7512,0.2488,0.7512,True
CT011499,Faridabad,28.51124187044456,77.41099801828591,Zone_07,Zone_07,0.8837,0.8837,0.1128,True
CT005250,Ghaziabad,28.668430750509405,77.41947273709418,Zone_07,Zone_07,0.9891,0.9891,0.0,True
CT014381,Faridabad,28.45036096524497,77.33302494133632,Zone_07,Zone_07,0.8768,0.8768,0.1232,True
CT008883,New Delhi,28.603361959556665,77.16269499104173,Zone_07,Zone_08,0.6358,0.3637,0.6358,False
CT013493,Ghaziabad,28.63512621423537,77.49112931846689,Zone_07,Zone_07,0.9005,0.9005,0.0068,True
CT019104,New Delhi,28.665573646425177,77.17352493007161,Zone_08,Zone_08,0.6541,0.3457,0.6541,True
CT015843,Gurugram,28.45967974760025,77.02703711245675,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT014644,New Delhi,28.543887909833828,77.24220760573196,Zone_07,Zone_08,0.7663,0.2336,0.7663,False
CT011815,Gurugram,28.465861687093952,77.03814308350988,Zone_08,Zone_08,1.0,0.0,1.0,True
CT001953,Noida,28.530746174048723,77.44020588652087,Zone_07,Zone_07,0.9813,0.9813,0.0187,True
CT012997,Ghaziabad,28.737827452966737,77.50453637932497,Zone_07,Zone_07,0.9591,0.9591,0.006,True
CT015999,Noida,28.56404418647666,77.39919565243692,Zone_07,Zone_07,0.9979,0.9979,0.0016,True
CT014007,Ghaziabad,28.6692186379368,77.38853451346966,Zone_07,Zone_07,0.9787,0.9787,0.005,True
CT011393,New Delhi,28.59484290754874,77.1880477305852,Zone_08,Zone_08,0.686,0.313,0.686,True
CT017804,New Delhi,28.67297165759704,77.22803630524194,Zone_07,Zone_08,0.6423,0.3577,0.6423,False
CT016247,Faridabad,28.40952180701303,77.35082424621406,Zone_07,Zone_07,0.8593,0.8593,0.1406,True
CT016546,Gurugram,28.45946117431897,77.06014481375303,Zone_08,Zone_08,0.9866,0.0117,0.9866,True
CT018385,New Delhi,28.64583062788288,77.2041826301859,Zone_08,Zone_08,0.6527,0.3472,0.6527,True
CT013621,New Delhi,28.660340766081557,77.12212154055476,Zone_07,Zone_08,0.6113,0.3852,0.6113,False
CT017269,Noida,28.513066363349207,77.41982697647256,Zone_07,Zone_07,0.9894,0.9894,0.0106,True
CT013140,Ghaziabad,28.670592567599204,77.48699142796093,Zone_07,Zone_07,0.9874,0.9874,0.0,True
CT000827,New Delhi,28.584998651628,77.20089555263773,Zone_08,Zone_08,0.711,0.2889,0.711,True
CT011791,New Delhi,28.592072187988443,77.17381470896571,Zone_07,Zone_08,0.673,0.3269,0.673,False
CT013330,Faridabad,28.343236232536924,77.33726027776581,Zone_07,Zone_07,0.8742,0.8742,0.1258,True
CT004583,Ghaziabad,28.669246563157085,77.43860303482323,Zone_07,Zone_07,0.9547,0.9547,0.0066,True
CT014788,Ghaziabad,28.66176243435948,77.44385812510026,Zone_07,Zone_07,0.9779,0.9779,0.0,True
CT011782,Faridabad,28.398288445872723,77.34566458891216,Zone_07,Zone_07,0.8268,0.8268,0.1731,True
CT014107,Noida,28.545024733880528,77.43018756464319,Zone_07,Zone_07,0.9731,0.9731,0.0269,True
CT011594,New Delhi,28.64272228324145,77.18236769854278,Zone_08,Zone_08,0.6148,0.3851,0.6148,True
CT017406,New Delhi,28.63393066086064,77.29646440048931,Zone_07,Zone_08,0.6499,0.35,0.6499,False
CT013916,New Delhi,28.603783771799755,77.1659291388901,Zone_08,Zone_08,0.7592,0.2405,0.7592,True
CT010180,New Delhi,28.6336959027845,77.1377548562251,Zone_08,Zone_08,0.5885,0.4104,0.5885,True
CT017695,Gurugram,28.46237146690138,77.01383474838627,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT017177,New Delhi,28.64618762918085,77.18549770108642,Zone_07,Zone_08,0.6933,0.3065,0.6933,False
CT013733,Gurugram,28.488901258195696,76.95349711878865,Zone_08,Zone_08,0.9984,0.0016,0.9984,True
CT018565,New Delhi,28.541492078295708,77.22011520532469,Zone_07,Zone_08,0.6416,0.3583,0.6416,False
CT001890,Gurugram,28.373994029126308,77.0265128978657,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT005661,Gurugram,28.491983643820745,77.1326003124461,Zone_08,Zone_08,0.9734,0.0204,0.9734,True
CT013626,New Delhi,28.585031403573577,77.17470062180827,Zone_07,Zone_08,0.5567,0.4432,0.5567,False
CT007821,New Delhi,28.55784456762532,77.19212786139002,Zone_08,Zone_08,0.7019,0.2981,0.7019,True
CT011650,Ghaziabad,28.68326932467711,77.47613749249713,Zone_07,Zone_07,0.9762,0.9762,0.0153,True
CT007071,New Delhi,28.653670328288428,77.25711301742338,Zone_08,Zone_07,0.5169,0.5169,0.4818,False
CT006190,New Delhi,28.59100581383196,77.18603191889743,Zone_07,Zone_08,0.5766,0.4233,0.5766,False
CT006969,New Delhi,28.65170234626165,77.19977423784442,Zone_08,Zone_08,0.722,0.2778,0.722,True
CT007502,New Delhi,28.58485225535991,77.13627608083358,Zone_07,Zone_08,0.6474,0.3523,0.6474,False
CT009264,Ghaziabad,28.665553981751543,77.5008980029904,Zone_07,Zone_07,0.9838,0.9838,0.0034,True
CT004052,New Delhi,28.59922174654342,77.0947064567309,Zone_07,Zone_08,0.613,0.3868,0.613,False
CT009828,Gurugram,28.417279627926057,76.97760356448862,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT012879,New Delhi,28.61584110084634,77.3205890260268,Zone_08,Zone_08,0.6322,0.3678,0.6322,True
CT017181,New Delhi,28.627695503561515,77.16672611551685,Zone_08,Zone_08,0.6131,0.3869,0.6131,True
CT009712,Gurugram,28.44127757161519,77.0699925020842,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT004523,Noida,28.49326301975588,77.47168894146681,Zone_07,Zone_07,0.9916,0.9916,0.0073,True
CT017063,Noida,28.548079568378554,77.30516543095624,Zone_07,Zone_07,0.9633,0.9633,0.0363,True
CT019406,Ghaziabad,28.687523124704587,77.44429615637664,Zone_07,Zone_07,0.9879,0.9879,0.0,True
CT016794,New Delhi,28.68452322715069,77.19436218794453,Zone_08,Zone_08,0.729,0.271,0.729,True
CT011562,Faridabad,28.424014509694864,77.35985384954094,Zone_07,Zone_07,0.7642,0.7642,0.2358,True
CT014945,Noida,28.50294952122369,77.41444246160154,Zone_07,Zone_07,0.9756,0.9756,0.0242,True
CT006576,New Delhi,28.615404774979623,77.15682046002328,Zone_07,Zone_08,0.704,0.2959,0.704,False
CT015207,New Delhi,28.620328467909424,77.16985645961175,Zone_08,Zone_08,0.6985,0.3012,0.6985,True
CT010223,New Delhi,28.59721068354496,77.2563089816657,Zone_08,Zone_08,0.7633,0.2366,0.7633,True
CT015380,Ghaziabad,28.7046472209914,77.4242879616746,Zone_07,Zone_07,0.9849,0.9849,0.0065,True
CT019799,New Delhi,28.537360344379845,77.14023367042428,Zone_07,Zone_08,0.692,0.3079,0.692,False
CT019863,Ghaziabad,28.67183086792292,77.49578238735955,Zone_07,Zone_07,0.9855,0.9855,0.0008,True
CT004557,Noida,28.556567964470304,77.41488554251346,Zone_07,Zone_07,0.9972,0.9972,0.0028,True
CT014193,New Delhi,28.62310127194281,77.06128872287391,Zone_08,Zone_08,0.5385,0.4214,0.5385,True
CT008060,Ghaziabad,28.710399164664903,77.43378398407596,Zone_07,Zone_07,0.9902,0.9902,0.0,True
CT008191,New Delhi,28.629967206972832,77.2243354704718,Zone_08,Zone_08,0.7155,0.2845,0.7155,True
CT012476,New Delhi,28.64597612108481,77.16876579061618,Zone_07,Zone_08,0.5798,0.4202,0.5798,False
CT013289,Faridabad,28.386564124437243,77.33158514146037,Zone_08,Zone_07,0.7894,0.7894,0.2105,False
CT008490,New Delhi,28.62756792265546,77.1834887845037,Zone_07,Zone_08,0.6821,0.3177,0.6821,False
CT006762,New Delhi,28.588598292623622,77.23984285541806,Zone_07,Zone_08,0.647,0.353,0.647,False
CT016792,Faridabad,28.44783902629165,77.36125975541312,Zone_07,Zone_07,0.8203,0.8203,0.1797,True
CT015622,Gurugram,28.45239797647945,77.0738023376578,Zone_08,Zone_08,0.9981,0.0019,0.9981,True
CT002910,Faridabad,28.450082833074607,77.32183217019407,Zone_07,Zone_07,0.8764,0.8764,0.1235,True
CT009608,Faridabad,28.383075659217702,77.33162943568023,Zone_08,Zone_07,0.8204,0.8204,0.1779,False
CT006538,New Delhi,28.65457732015682,77.11609369787811,Zone_08,Zone_08,0.5545,0.442,0.5545,True
CT001583,Gurugram,28.48949201241083,77.04318744461372,Zone_08,Zone_08,0.9981,0.0019,0.9981,True
CT011783,Faridabad,28.41624520469557,77.35104374938918,Zone_07,Zone_07,0.8775,0.8775,0.1224,True
CT004179,New Delhi,28.58244864984805,77.24721415815215,Zone_08,Zone_08,0.6302,0.3697,0.6302,True
CT018063,Ghaziabad,28.664458483255544,77.45130198493104,Zone_07,Zone_07,0.9949,0.9949,0.0006,True
CT015574,Noida,28.47548344766636,77.31964411226969,Zone_07,Zone_07,0.9926,0.9926,0.0073,True
CT002437,New Delhi,28.639208128887866,77.13448696218225,Zone_08,Zone_08,0.6602,0.3396,0.6602,True
CT014192,Noida,28.54940643780737,77.38193510547666,Zone_07,Zone_07,0.9738,0.9738,0.0257,True
CT000042,Ghaziabad,28.687164937678045,77.37675304411395,Zone_07,Zone_07,0.9705,0.9705,0.0003,True
CT002414,Faridabad,28.468802888443832,77.28904611907454,Zone_07,Zone_07,0.8333,0.8333,0.1663,True
CT013923,Gurugram,28.482869821565863,77.10386435196094,Zone_08,Zone_08,0.9998,0.0002,0.9998,True
CT013159,Ghaziabad,28.71849015202851,77.48345215195361,Zone_07,Zone_07,0.9839,0.9839,0.0,True
CT012257,New Delhi,28.58819979940066,77.16437144093176,Zone_07,Zone_08,0.5487,0.4512,0.5487,False
CT006918,New Delhi,28.545365554641023,77.1966186005377,Zone_07,Zone_07,0.5504,0.5504,0.4495,True
CT014715,New Delhi,28.57328641655477,77.1603396287579,Zone_08,Zone_08,0.6909,0.3088,0.6909,True
CT016400,Faridabad,28.37402242390284,77.20045221908724,Zone_07,Zone_07,0.8281,0.8281,0.1702,True
CT003675,Noida,28.45277493581634,77.37531469423764,Zone_07,Zone_07,0.9845,0.9845,0.0088,True
CT005919,Ghaziabad,28.698691498334053,77.4548383103117,Zone_07,Zone_07,0.9694,0.9694,0.0,True
CT012516,Noida,28.504239060388365,77.40943197650255,Zone_07,Zone_07,0.9406,0.9406,0.0592,True
CT005343,Ghaziabad,28.672789992010728,77.44156010332657,Zone_07,Zone_07,0.9238,0.9238,0.0003,True
CT008084,Faridabad,28.38209792327181,77.35087939538923,Zone_07,Zone_07,0.7853,0.7853,0.2146,True
CT019283,Noida,28.52115609429488,77.36505142075552,Zone_07,Zone_07,0.9588,0.9588,0.0412,True
CT013388,Ghaziabad,28.683607850405355,77.4869761740641,Zone_07,Zone_07,0.9841,0.9841,0.0004,True
CT004938,New Delhi,28.579553082475684,77.30569190450883,Zone_08,Zone_08,0.7138,0.2862,0.7138,True
CT008444,Gurugram,28.48130590317436,76.93335967698326,Zone_08,Zone_08,0.9777,0.0223,0.9777,True
CT006994,Faridabad,28.35009534483608,77.29781004610079,Zone_07,Zone_07,0.8401,0.8401,0.1599,True
CT002236,Ghaziabad,28.63319293801028,77.35058540159925,Zone_07,Zone_07,0.8554,0.8554,0.0033,True
CT007750,Noida,28.50244818220829,77.42280314064635,Zone_07,Zone_07,0.9769,0.9769,0.023,True
CT004350,Ghaziabad,28.641166931611917,77.51942445236988,Zone_07,Zone_07,0.994,0.994,0.0,True
CT001378,Ghaziabad,28.656817946624923,77.47390627619667,Zone_07,Zone_07,0.9791,0.9791,0.008,True
CT006024,Ghaziabad,28.628842369515706,77.43228114585428,Zone_07,Zone_07,0.8968,0.8968,0.0006,True
CT016644,New Delhi,28.592683529424967,77.21139249095697,Zone_08,Zone_08,0.7094,0.2906,0.7094,True
CT015315,Gurugram,28.4494930981008,76.98557957405482,Zone_08,Zone_08,1.0,0.0,1.0,True
CT000924,Faridabad,28.424327974484484,77.36162877295037,Zone_07,Zone_07,0.8749,0.8749,0.1198,True
CT006789,Noida,28.50485275424405,77.36259525625982,Zone_07,Zone_07,0.9972,0.9972,0.0024,True
CT006733,Ghaziabad,28.58214144919404,77.51121139279303,Zone_07,Zone_07,0.9059,0.9059,0.0005,True
CT002222,Gurugram,28.47465341897689,77.08345055718056,Zone_08,Zone_08,0.9933,0.0067,0.9933,True
CT017112,New Delhi,28.647596183317365,77.22247898452929,Zone_07,Zone_08,0.6499,0.3499,0.6499,False
CT000857,New Delhi,28.6253005477996,77.13621624933708,Zone_07,Zone_08,0.6643,0.3356,0.6643,False
CT006914,New Delhi,28.625335997388916,77.25545880995118,Zone_07,Zone_08,0.6674,0.3325,0.6674,False
CT006516,Gurugram,28.510541564734297,76.96819788092571,Zone_08,Zone_08,0.9965,0.0035,0.9965,True
CT014049,Gurugram,28.480981703945623,76.9259495939357,Zone_08,Zone_08,0.9779,0.0022,0.9779,True
CT017626,New Delhi,28.62007343000285,77.21805614095109,Zone_07,Zone_08,0.5748,0.4236,0.5748,False
CT005389,Gurugram,28.425270265632623,77.00827769896098,Zone_08,Zone_08,1.0,0.0,1.0,True
CT015820,New Delhi,28.603881571405772,77.25534276920816,Zone_08,Zone_08,0.6765,0.3234,0.6765,True
CT006639,Noida,28.49998792700553,77.31726521912167,Zone_07,Zone_07,0.9973,0.9973,0.0026,True
CT008008,Noida,28.55747525821249,77.40235968806076,Zone_07,Zone_07,0.9908,0.9908,0.0089,True
CT006302,Gurugram,28.49144029697124,77.05434658974181,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT008927,Noida,28.57191168730194,77.45977092311963,Zone_07,Zone_07,0.9938,0.9938,0.0057,True
CT000729,Gurugram,28.488580799653363,77.01161721937372,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT008438,Noida,28.515997246148928,77.29612542483557,Zone_07,Zone_07,0.9606,0.9606,0.0394,True
CT008287,Gurugram,28.420812933911943,76.9976746797819,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT010727,New Delhi,28.65834780992566,77.25328023223156,Zone_07,Zone_08,0.6034,0.3965,0.6034,False
CT012624,New Delhi,28.658518209286147,77.25437067116476,Zone_08,Zone_08,0.7075,0.2922,0.7075,True
CT012663,Faridabad,28.369521947125957,77.31510874891993,Zone_08,Zone_07,0.9245,0.9245,0.0754,False
CT016689,Faridabad,28.40308234979644,77.32871212080958,Zone_08,Zone_07,0.783,0.783,0.217,False
CT008151,Faridabad,28.386351528951074,77.30254413241583,Zone_07,Zone_07,0.7963,0.7963,0.2036,True
CT002926,New Delhi,28.67633875423724,77.20257938336727,Zone_07,Zone_07,0.5023,0.5023,0.4977,True
CT016374,New Delhi,28.66384601427716,77.23110167042447,Zone_08,Zone_08,0.6685,0.3314,0.6685,True
CT000053,Noida,28.483866520074624,77.43620359673153,Zone_07,Zone_07,0.9606,0.9606,0.0393,True
CT014833,Ghaziabad,28.67632829486292,77.44644558820835,Zone_07,Zone_07,0.9673,0.9673,0.0,True
CT008986,Noida,28.49619410035844,77.41739773358081,Zone_07,Zone_07,0.9692,0.9692,0.0308,True
CT016306,Noida,28.55164456197834,77.35249141512959,Zone_07,Zone_07,0.9972,0.9972,0.0027,True
CT015059,Ghaziabad,28.72334574539616,77.3897611018163,Zone_07,Zone_07,0.9892,0.9892,0.0003,True
CT015021,Ghaziabad,28.66602497923945,77.42310155740088,Zone_07,Zone_07,0.9754,0.9754,0.0033,True
CT011709,Gurugram,28.4471778900995,77.07720781671613,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT002532,New Delhi,28.594757073066493,77.1112507740243,Zone_08,Zone_08,0.6751,0.3248,0.6751,True
CT009346,Faridabad,28.39080292518646,77.28305696376114,Zone_07,Zone_07,0.8307,0.8307,0.1692,True
CT016733,New Delhi,28.62522806237571,77.16635170270139,Zone_08,Zone_08,0.6581,0.3418,0.6581,True
CT008750,Faridabad,28.366488278979283,77.27143937104721,Zone_07,Zone_07,0.8505,0.8505,0.1494,True
CT015779,New Delhi,28.642504077319,77.29868768843951,Zone_08,Zone_08,0.7078,0.2921,0.7078,True
CT005868,New Delhi,28.66460391034886,77.23023536375955,Zone_08,Zone_08,0.603,0.3969,0.603,True
CT013369,New Delhi,28.60269934696697,77.26172889671436,Zone_08,Zone_08,0.6293,0.3705,0.6293,True
CT013956,New Delhi,28.633118500874996,77.2302530000852,Zone_08,Zone_08,0.5665,0.4231,0.5665,True
CT018429,Faridabad,28.446688439300587,77.29402345333828,Zone_07,Zone_07,0.8033,0.8033,0.1967,True
CT005726,Ghaziabad,28.63347991523593,77.43694263395216,Zone_07,Zone_07,0.9826,0.9826,0.006,True
CT000412,New Delhi,28.576787617522665,77.27324539218085,Zone_07,Zone_08,0.6153,0.3846,0.6153,False
CT004842,Gurugram,28.377802394169617,77.04942011507097,Zone_08,Zone_08,0.9991,0.0009,0.9991,True
CT008146,New Delhi,28.587791258202003,77.16421358960372,Zone_08,Zone_08,0.7598,0.2401,0.7598,True
CT011039,Faridabad,28.480030412760392,77.2928688792103,Zone_07,Zone_07,0.8635,0.8635,0.1352,True
CT019258,Faridabad,28.32827652921204,77.32992217871444,Zone_07,Zone_07,0.8645,0.8645,0.1355,True
CT011139,Gurugram,28.446728992388447,77.05006734478974,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT006488,New Delhi,28.61946159174515,77.12878269904449,Zone_08,Zone_08,0.7072,0.2918,0.7072,True
CT012107,New Delhi,28.597177670285745,77.19487609643726,Zone_08,Zone_08,0.707,0.2927,0.707,True
CT018434,New Delhi,28.60324816450717,77.295269220262,Zone_07,Zone_07,0.5476,0.5476,0.4524,True
CT014461,New Delhi,28.607260137663584,77.25948080042053,Zone_08,Zone_08,0.7718,0.228,0.7718,True
CT003628,New Delhi,28.635529133675373,77.19773057731813,Zone_07,Zone_08,0.537,0.4629,0.537,False
CT019590,Gurugram,28.470811475661385,77.00178788312577,Zone_08,Zone_08,0.9998,0.0002,0.9998,True
CT012800,New Delhi,28.647044809221992,77.22725244443406,Zone_08,Zone_08,0.6938,0.3061,0.6938,True
CT008265,New Delhi,28.62242309734892,77.17942328170065,Zone_08,Zone_08,0.6555,0.3444,0.6555,True
CT016156,Ghaziabad,28.62025857170538,77.43226050272317,Zone_07,Zone_07,0.9565,0.9565,0.0,True
CT016202,Faridabad,28.42511484816976,77.31875587794744,Zone_07,Zone_07,0.8616,0.8616,0.1383,True
CT001794,New Delhi,28.658544433544435,77.21086775673588,Zone_08,Zone_08,0.6382,0.3618,0.6382,True
CT005556,Ghaziabad,28.676020984692062,77.50860100151299,Zone_07,Zone_07,0.9523,0.9523,0.0034,True
CT019013,New Delhi,28.646884076690696,77.227644580071,Zone_08,Zone_08,0.7015,0.2985,0.7015,True
CT001324,Noida,28.542561555471355,77.36168481135422,Zone_07,Zone_07,0.996,0.996,0.0039,True
CT019463,Gurugram,28.530703827947548,77.07307914568766,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT009648,Faridabad,28.40524876648937,77.28218307230388,Zone_07,Zone_07,0.7589,0.7589,0.241,True
CT008742,New Delhi,28.635103386848225,77.16755308199863,Zone_08,Zone_08,0.6672,0.3326,0.6672,True
CT000864,Faridabad,28.39195310361817,77.32679750639277,Zone_07,Zone_07,0.8337,0.8337,0.1662,True
CT005399,New Delhi,28.67252498176413,77.21029290776619,Zone_07,Zone_08,0.6593,0.3406,0.6593,False
CT006105,Gurugram,28.441798448609774,77.09858013365233,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT009511,New Delhi,28.57056811237518,77.21320245705154,Zone_08,Zone_08,0.6057,0.3942,0.6057,True
CT005838,Faridabad,28.42740548972194,77.31391998943316,Zone_07,Zone_07,0.838,0.838,0.162,True
CT004885,Ghaziabad,28.719598049276783,77.43509491115115,Zone_07,Zone_07,0.979,0.979,0.0,True
CT010199,New Delhi,28.58130710498028,77.32879895856675,Zone_07,Zone_08,0.6192,0.3807,0.6192,False
CT012920,New Delhi,28.56313766219978,77.20314187802136,Zone_08,Zone_08,0.7272,0.2727,0.7272,True
CT016519,Gurugram,28.517073674118805,76.96934898730609,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT005074,Faridabad,28.448017063892465,77.29305219351042,Zone_07,Zone_07,0.7491,0.7491,0.2508,True
CT001488,Gurugram,28.418809137140368,77.04744748977302,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT009887,Noida,28.56824731652845,77.3955000468288,Zone_07,Zone_07,0.9878,0.9878,0.012,True
CT007112,New Delhi,28.594951449444835,77.21926659894365,Zone_08,Zone_08,0.7155,0.2843,0.7155,True
CT018411,Noida,28.57696148377945,77.31652294058537,Zone_07,Zone_07,0.9744,0.9744,0.0255,True
CT002481,Faridabad,28.37893513635041,77.33356090084212,Zone_07,Zone_07,0.8282,0.8282,0.1678,True
CT001753,Ghaziabad,28.705496364340288,77.52291765121728,Zone_07,Zone_07,0.9836,0.9836,0.0065,True
CT003405,Ghaziabad,28.6656074131939,77.38548136223692,Zone_07,Zone_07,0.9384,0.9384,0.003,True
CT011920,Gurugram,28.412951473762952,77.11788953352251,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT015184,New Delhi,28.654327967041617,77.15219869869192,Zone_08,Zone_08,0.6324,0.3675,0.6324,True
CT000286,Gurugram,28.51592421545916,76.97755729213497,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT005977,Noida,28.50453276590251,77.34638436718318,Zone_07,Zone_07,0.9882,0.9882,0.0118,True
CT005827,New Delhi,28.57238023267601,77.22157320278347,Zone_08,Zone_08,0.6582,0.3417,0.6582,True
CT007477,Gurugram,28.45684877705836,76.98009058815956,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT008219,Gurugram,28.45871359630099,77.01956360485387,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT004487,Noida,28.505374772999875,77.40085338648682,Zone_07,Zone_07,0.9913,0.9913,0.0086,True
CT017040,New Delhi,28.64963379771092,77.20605408290686,Zone_07,Zone_08,0.6424,0.3575,0.6424,False
CT004168,Gurugram,28.501016798524574,77.04766777409445,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT003678,Faridabad,28.42772547389473,77.31048138491256,Zone_08,Zone_07,0.858,0.858,0.1419,False
CT015942,New Delhi,28.615455314279338,77.25696459124578,Zone_08,Zone_08,0.7523,0.2476,0.7523,True
CT013747,Ghaziabad,28.673332188157627,77.43137597413401,Zone_07,Zone_07,0.988,0.988,0.0004,True
CT018068,Faridabad,28.470680291405078,77.25242884085998,Zone_07,Zone_07,0.8582,0.8582,0.1417,True
CT010391,New Delhi,28.682104212116496,77.20415041242538,Zone_08,Zone_08,0.657,0.3422,0.657,True
CT013359,Gurugram,28.510891038687653,76.98913381865772,Zone_08,Zone_08,0.9992,0.0,0.9992,True
CT018483,Gurugram,28.4382050238819,77.04066454605088,Zone_08,Zone_08,0.9998,0.0002,0.9998,True
CT002355,Gurugram,28.441476123118147,77.05811737898993,Zone_08,Zone_08,0.9999,0.0001,0.9999,True
CT008411,New Delhi,28.674321242904927,77.18946412547217,Zone_08,Zone_08,0.6623,0.3356,0.6623,True
CT008871,Faridabad,28.442487066748477,77.24569144906866,Zone_08,Zone_07,0.8345,0.8345,0.1655,False
CT003637,Ghaziabad,28.717983569739665,77.40198968027525,Zone_07,Zone_07,0.8823,0.8823,0.0061,True
CT011585,Ghaziabad,28.711538633900407,77.37684862423788,Zone_07,Zone_07,0.9653,0.9653,0.0,True
CT019131,Gurugram,28.45334456536781,76.99143133306262,Zone_08,Zone_08,0.993,0.007,0.993,True
CT011808,Faridabad,28.448238234493765,77.29394999045941,Zone_07,Zone_07,0.8069,0.8069,0.1931,True
CT002627,Faridabad,28.453330712960792,77.41310171854818,Zone_07,Zone_07,0.9027,0.9027,0.0959,True
CT009263,New Delhi,28.61193083041381,77.14884976085283,Zone_07,Zone_08,0.6025,0.3973,0.6025,False
CT011362,Gurugram,28.409746698073047,77.00126029344524,Zone_08,Zone_08,0.995,0.005,0.995,True
CT015834,New Delhi,28.588039004222374,77.22441018464536,Zone_07,Zone_08,0.5811,0.4188,0.5811,False
CT014640,Ghaziabad,28.70469936489148,77.49204433521729,Zone_07,Zone_07,0.9891,0.9891,0.0009,True
CT013353,New Delhi,28.621832307553568,77.15947557208246,Zone_08,Zone_08,0.6783,0.3216,0.6783,True
CT013007,New Delhi,28.678964818805923,77.28260332023993,Zone_08,Zone_08,0.6091,0.3908,0.6091,True
CT003084,Noida,28.56797216169126,77.4632968301702,Zone_07,Zone_07,0.9841,0.9841,0.0158,True
CT018904,Ghaziabad,28.713841304327158,77.47192592508861,Zone_07,Zone_07,0.9834,0.9834,0.0,True
CT002625,Faridabad,28.40863804042316,77.31272524327002,Zone_07,Zone_07,0.8403,0.8403,0.1597,True
CT002469,New Delhi,28.6507346424572,77.18157259527965,Zone_07,Zone_08,0.6605,0.3394,0.6605,False
CT005956,New Delhi,28.633696089276576,77.2220515491592,Zone_08,Zone_08,0.7155,0.2843,0.7155,True
CT012042,Noida,28.52798960279587,77.44962773310567,Zone_07,Zone_07,0.9537,0.9537,0.0463,True
CT014930,Gurugram,28.45466430578801,77.01770668629531,Zone_08,Zone_08,0.9966,0.0034,0.9966,True
CT008284,Faridabad,28.425968588522075,77.33333606029676,Zone_07,Zone_07,0.8003,0.8003,0.1996,True
CT001238,Gurugram,28.39784501890354,77.01363918984381,Zone_08,Zone_08,0.991,0.009,0.991,True
CT003502,Faridabad,28.392763670926435,77.32390262269908,Zone_08,Zone_07,0.7368,0.7368,0.2632,False
