complaint_id,complaint_date,complaint_time,amount,bank,transaction_type,fraud_type,city,state,district,complaint_latitude,complaint_longitude,hour,day_of_week,day_name,is_weekend,is_night,amount_category,withdrawal_zone,synthetic_cashout_latitude,synthetic_cashout_longitude
CT013029,2026-02-14,15:04:28,2200.0,Canara Bank,Debit Card,Identity Theft,Patiala,Punjab,Patiala,30.320864054637074,76.31023567414422,15,5,Saturday,1,0,Low,Zone_04,30.31648262197904,76.4184840285764
CT013030,2026-04-11,09:32:59,35500.0,Union Bank,NEFT,Card Fraud,Ambala,Haryana,Ambala,30.35561364203309,76.79416048094339,9,5,Saturday,1,0,Medium,Zone_04,30.241518089247734,76.70237660838227
CT013031,2025-11-16,22:53:16,10300.0,SBI,Debit Card,Remote Access,Jalandhar,Punjab,Jalandhar,31.27470131860109,75.61403503319893,22,6,Sunday,1,1,Medium,Zone_02,31.305701848778824,75.73220860531545
CT013032,2026-02-18,14:39:40,9300.0,ICICI,UPI,UPI Fraud,Ambala,Haryana,Ambala,30.292701637894723,76.80119373563997,14,2,Wednesday,0,0,Low,Zone_04,30.426261866933533,76.95728693186462
CT013033,2025-11-06,22:34:57,51900.0,Kotak Mahindra,UPI,Account Takeover,Ludhiana,Punjab,Ludhiana,30.922495052062224,75.83007038278363,22,3,Thursday,0,1,High,Zone_03,30.984974183259904,75.68769133113243
CT013034,2026-04-19,12:09:04,15800.0,Kotak Mahindra,Debit Card,Remote Access,Ludhiana,Punjab,Ludhiana,30.90291582627822,75.9589481091839,12,6,Sunday,1,0,Medium,Zone_03,30.876748725497844,75.80762115817477
CT013035,2026-07-29,15:21:49,12100.0,SBI,UPI,Account Takeover,Jalandhar,Punjab,Jalandhar,31.344597372654142,75.64314551162609,15,2,Wednesday,0,0,Medium,Zone_02,31.30760884381005,75.51759646598039
CT013036,2025-12-11,15:21:29,23100.0,PNB,ATM,Phishing,New Delhi,Delhi,New Delhi,28.610800147742165,77.2439958017034,15,3,Thursday,0,0,Medium,Zone_08,28.601352004381827,77.15374649467196
CT013037,2025-10-03,08:10:15,20800.0,Canara Bank,Debit Card,Account Takeover,Jaipur,Rajasthan,Jaipur,26.90404154575237,75.77567452286995,8,4,Friday,0,0,Medium,Zone_10,26.8721205338201,75.76359669358337
CT013038,2026-01-19,22:19:06,16000.0,HDFC,Net Banking,UPI Fraud,New Delhi,Delhi,New Delhi,28.624520068174206,77.25358276324371,22,0,Monday,0,1,Medium,Zone_08,28.673811988485575,77.1533941132386
CT013039,2026-08-22,17:46:50,44300.0,ICICI,Debit Card,Investment Scam,Ludhiana,Punjab,Ludhiana,30.944715175478503,75.85254629283847,17,5,Saturday,1,0,Medium,Zone_03,30.808309328216666,75.83811251793185
CT013040,2026-02-03,20:58:15,2600.0,ICICI,Debit Card,SIM Swap,Jaipur,Rajasthan,Jaipur,26.93850414342142,75.85039609880523,20,1,Tuesday,0,0,Low,Zone_10,26.84298288560463,75.7450956181046
CT013041,2026-01-20,02:49:18,7300.0,ICICI,UPI,Remote Access,Jaipur,Rajasthan,Jaipur,26.97118764376986,75.7901610897756,2,1,Tuesday,0,1,Low,Zone_10,26.981485034640464,75.7913889341477
CT013042,2026-05-18,05:45:09,7500.0,Axis,ATM,Identity Theft,Gurugram,Haryana,Gurugram,28.479612036386108,76.99500071489071,5,0,Monday,0,1,Low,Zone_08,28.555664370841363,77.05282483444796
CT013043,2026-07-27,13:52:19,69900.0,SBI,IMPS,SIM Swap,Ludhiana,Punjab,Ludhiana,30.87953127447716,75.91247209596698,13,0,Monday,0,0,High,Zone_03,30.870350761408385,75.7780795219643
CT013044,2026-05-05,22:57:44,57500.0,Kotak Mahindra,Net Banking,UPI Fraud,New Delhi,Delhi,New Delhi,28.69821020339574,77.27291508916886,22,1,Tuesday,0,1,High,Zone_08,28.595750674145034,77.19595739174893
CT013045,2026-01-01,21:26:33,20300.0,SBI,UPI,Phishing,Jaipur,Rajasthan,Jaipur,26.96189094104428,75.80163130369773,21,3,Thursday,0,0,Medium,Zone_10,26.965334995541888,75.86066469541478
CT013046,2025-11-13,20:35:08,17200.0,Kotak Mahindra,UPI,Account Takeover,Noida,Uttar Pradesh,Noida,28.54288566134221,77.40715797417208,20,3,Thursday,0,0,Medium,Zone_07,28.52000489682497,77.35010510202216
CT013047,2026-05-03,19:17:30,13400.0,SBI,Debit Card,UPI Fraud,New Delhi,Delhi,New Delhi,28.636063845664328,77.25677209722691,19,6,Sunday,1,0,Medium,Zone_07,28.679675125207886,77.22922011592593
CT013048,2026-08-20,17:41:26,43400.0,Kotak Mahindra,ATM,Phishing,New Delhi,Delhi,New Delhi,28.63362909893987,77.13623667725285,17,3,Thursday,0,0,Medium,Zone_08,28.592910113406337,77.21399876504512
CT013049,2026-07-11,18:25:31,6500.0,ICICI,ATM,SIM Swap,Jaipur,Rajasthan,Jaipur,26.87366025640728,75.81489148304115,18,5,Saturday,1,0,Low,Zone_10,26.845386281861423,75.81654566538474
CT013050,2025-12-31,13:14:36,38400.0,PNB,UPI,Phishing,Jalandhar,Punjab,Jalandhar,31.32811397507815,75.58375708462287,13,2,Wednesday,0,0,Medium,Zone_02,31.33414776325183,75.51816543052558
CT013051,2025-12-02,21:26:33,72900.0,SBI,UPI,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.90493163614531,75.83115482416166,21,1,Tuesday,0,0,High,Zone_03,30.89983887130908,75.88968763616845
CT013052,2026-08-13,12:06:35,21500.0,Axis,UPI,Phishing,Ghaziabad,Uttar Pradesh,Ghaziabad,28.70932426289951,77.47699436909397,12,3,Thursday,0,0,Medium,Zone_07,28.64499187313967,77.3898841852515
CT013053,2026-07-28,12:52:46,23100.0,HDFC,UPI,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.893283502530597,75.95695251783273,12,1,Tuesday,0,0,Medium,Zone_03,30.9313101702767,75.79077283360247
CT013054,2026-02-03,09:32:33,20600.0,SBI,UPI,UPI Fraud,Panipat,Haryana,Panipat,29.40624408675497,76.91239496407175,9,1,Tuesday,0,0,Medium,Zone_05,29.33646563404894,77.00125236434145
CT013055,2026-05-19,02:08:34,12600.0,Bank of Baroda,IMPS,Remote Access,Chandigarh,Chandigarh,Chandigarh,30.796023689911355,76.79944627091501,2,1,Tuesday,0,1,Medium,Zone_04,30.785879743544065,76.7747539138013
CT013056,2026-04-06,10:43:07,4500.0,SBI,IMPS,Account Takeover,Patiala,Punjab,Patiala,30.347869702420454,76.37137426069408,10,0,Monday,0,0,Low,Zone_04,30.301552817429997,76.31947273098362
CT013057,2025-11-17,07:01:46,20400.0,Canara Bank,UPI,Phishing,Jalandhar,Punjab,Jalandhar,31.352518390419903,75.54049651901025,7,0,Monday,0,0,Medium,Zone_02,31.19279740572914,75.68054625042275
CT013058,2026-03-22,15:38:32,10500.0,Axis,UPI,Card Fraud,Faridabad,Haryana,Faridabad,28.435402547615002,77.29563630207711,15,6,Sunday,1,0,Medium,Zone_07,28.36162021242696,77.33102977033722
CT013059,2026-03-06,11:48:35,8500.0,SBI,UPI,Phishing,Gurugram,Haryana,Gurugram,28.45600676222669,77.05980981527395,11,4,Friday,0,0,Low,Zone_08,28.660114689794447,77.07585610769448
CT013060,2026-05-31,13:54:01,15100.0,Canara Bank,IMPS,UPI Fraud,Faridabad,Haryana,Faridabad,28.413323880560192,77.31434527901972,13,6,Sunday,1,0,Medium,Zone_07,28.367614113142,77.33414913817131
CT013061,2026-02-11,14:04:45,33200.0,SBI,UPI,UPI Fraud,Chandigarh,Chandigarh,Chandigarh,30.728090212142963,76.8139297798338,14,2,Wednesday,0,0,Medium,Zone_04,30.813280573219025,76.84534177568298
CT013062,2026-01-04,11:21:07,25800.0,IndusInd,NEFT,Loan Scam,Jaipur,Rajasthan,Jaipur,26.86876652364849,75.76806841612307,11,6,Sunday,1,0,Medium,Zone_10,26.805779769508035,75.7565250699478
CT013063,2026-04-02,09:33:00,24500.0,HDFC,Debit Card,Card Fraud,New Delhi,Delhi,New Delhi,28.607960818555338,77.25165478693808,9,3,Thursday,0,0,Medium,Zone_08,28.605132818350604,77.13861537297964
CT013064,2026-05-28,07:10:27,31600.0,Axis,Net Banking,Investment Scam,Jaipur,Rajasthan,Jaipur,26.881514560275455,75.72819234619425,7,3,Thursday,0,0,Medium,Zone_10,26.867915312721998,75.68536546823678
CT013065,2025-12-27,21:01:36,25200.0,IndusInd,UPI,Phishing,Ambala,Haryana,Ambala,30.388389884624164,76.81898065697906,21,5,Saturday,1,0,Medium,Zone_04,30.335272329992755,76.83650820777437
CT013066,2026-03-07,12:08:29,38200.0,SBI,Debit Card,UPI Fraud,Jalandhar,Punjab,Jalandhar,31.367371489678494,75.50324651506064,12,5,Saturday,1,0,Medium,Zone_02,31.29368248778512,75.48968492904328
CT013067,2026-09-20,13:11:43,45200.0,Bank of Baroda,UPI,UPI Fraud,Noida,Uttar Pradesh,Noida,28.60534366168352,77.40893695610207,13,6,Sunday,1,0,Medium,Zone_07,28.66674582564314,77.38304732306833
CT013068,2026-06-26,20:02:52,38400.0,SBI,Debit Card,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.653836575123243,77.44315531189086,20,4,Friday,0,0,Medium,Zone_07,28.728127932013383,77.48420583983253
CT013069,2026-03-14,12:17:10,9900.0,Bank of Baroda,Debit Card,Account Takeover,Jalandhar,Punjab,Jalandhar,31.33361073418179,75.50159169514413,12,5,Saturday,1,0,Low,Zone_02,31.29696915335263,75.6302800420024
CT013070,2026-04-21,19:33:37,36200.0,SBI,IMPS,Card Fraud,New Delhi,Delhi,New Delhi,28.596206781008746,77.24484738505961,19,1,Tuesday,0,0,Medium,Zone_07,28.613080317825673,77.27087265627718
CT013071,2026-09-14,10:14:55,12300.0,SBI,Debit Card,Identity Theft,New Delhi,Delhi,New Delhi,28.574741335874112,77.23149002686517,10,0,Monday,0,0,Medium,Zone_08,28.614494824583108,77.14562897691569
CT013072,2026-07-14,05:19:12,7900.0,SBI,NEFT,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.904804056571972,75.85014058560388,5,1,Tuesday,0,1,Low,Zone_03,30.897599532794146,75.80446940993819
CT013073,2026-06-27,19:10:04,10500.0,PNB,ATM,Account Takeover,Faridabad,Haryana,Faridabad,28.33607013080521,77.21714030999598,19,5,Saturday,1,0,Medium,Zone_07,28.28398074471384,77.4490924399978
CT013074,2026-08-19,16:26:12,8400.0,Union Bank,Debit Card,UPI Fraud,Patiala,Punjab,Patiala,30.366520490189895,76.41050277304034,16,2,Wednesday,0,0,Low,Zone_04,30.418893278113416,76.55841888326391
CT013075,2025-11-15,08:09:03,37300.0,Union Bank,UPI,Phishing,Jalandhar,Punjab,Jalandhar,31.30839225282501,75.58337170077633,8,5,Saturday,1,0,Medium,Zone_02,31.389169441518042,75.51741017011706
CT013076,2026-03-02,14:23:43,22300.0,Bank of Baroda,UPI,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.65261704040512,77.34716415297187,14,0,Monday,0,0,Medium,Zone_07,28.70955409063069,77.38907876506052
CT013077,2026-07-26,19:14:01,44800.0,Kotak Mahindra,UPI,SIM Swap,Gurugram,Haryana,Gurugram,28.399755378138376,77.0535520350028,19,6,Sunday,1,0,Medium,Zone_08,28.429445950329388,77.06346266480891
CT013078,2025-12-11,23:32:03,45000.0,IndusInd,UPI,SIM Swap,Noida,Uttar Pradesh,Noida,28.498083503045823,77.46783998155163,23,3,Thursday,0,1,Medium,Zone_07,28.59533330674286,77.34249230116895
CT013079,2025-12-19,12:21:44,16100.0,Axis,UPI,Identity Theft,New Delhi,Delhi,New Delhi,28.637914927841923,77.13498193157253,12,4,Friday,0,0,Medium,Zone_08,28.646264238128865,77.16150241628402
CT013080,2025-10-27,13:25:41,32200.0,HDFC,UPI,UPI Fraud,Alwar,Rajasthan,Alwar,27.56370099562616,76.5961864063533,13,0,Monday,0,0,Medium,Zone_09,27.65046875424679,76.6383398369257
CT013081,2026-09-07,19:22:59,5400.0,PNB,UPI,SIM Swap,Gurugram,Haryana,Gurugram,28.449341705430893,77.04308456459442,19,0,Monday,0,0,Low,Zone_08,28.4349250003038,77.05446944612878
CT013082,2026-02-04,03:46:09,8600.0,SBI,Debit Card,Card Fraud,Gurugram,Haryana,Gurugram,28.464231970240643,77.10416529467311,3,2,Wednesday,0,1,Low,Zone_08,28.43351537974015,77.13636394653214
CT013083,2025-11-18,16:22:05,5200.0,IndusInd,,Card Fraud,Chandigarh,Chandigarh,Chandigarh,30.702278447475486,76.78272635409871,16,1,Tuesday,0,0,Low,Zone_04,30.75962798300162,76.89875788999703
CT013084,2026-04-29,15:24:51,8300.0,ICICI,NEFT,Investment Scam,New Delhi,Delhi,New Delhi,28.5438462703146,77.2283819864896,15,2,Wednesday,0,0,Low,Zone_08,28.628397721877953,77.14902715825929
CT013085,2026-08-19,09:46:05,9300.0,HDFC,UPI,Loan Scam,Gurugram,Haryana,Gurugram,28.489530449666468,76.93510039108602,9,2,Wednesday,0,0,Low,Zone_08,28.50693442138291,77.0208575105893
CT013086,2026-06-14,14:58:26,11500.0,IndusInd,UPI,Card Fraud,New Delhi,Delhi,New Delhi,28.644921862442494,77.23194510945495,14,6,Sunday,1,0,Medium,Zone_07,28.485357293245432,77.28733143354174
CT013087,2025-10-04,23:06:58,12200.0,SBI,IMPS,Phishing,Ambala,Haryana,Ambala,30.36895508136716,76.76128263721293,23,5,Saturday,1,1,Medium,Zone_04,30.342476487676382,76.86739810946315
CT013088,2026-05-23,20:28:35,9800.0,Union Bank,IMPS,Remote Access,Ludhiana,Punjab,Ludhiana,30.945071690759583,75.88153904813306,20,5,Saturday,1,0,Low,Zone_03,30.87934448755849,75.8898235994524
CT013089,2026-02-12,14:35:15,7100.0,Union Bank,UPI,Card Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.625745094331933,77.5096341292098,14,3,Thursday,0,0,Low,Zone_07,28.59735886877767,77.57269688646116
CT013090,2025-12-06,19:16:52,41000.0,PNB,UPI,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.69965247146539,77.52891526995796,19,5,Saturday,1,0,Medium,Zone_07,28.683520516156513,77.4665377598661
CT013091,2026-08-28,12:23:01,15700.0,Bank of Baroda,IMPS,Investment Scam,Ambala,Haryana,Ambala,30.352806202846388,76.81658016142775,12,4,Friday,0,0,Medium,Zone_04,30.339247480982706,76.73748024508954
CT013092,2026-03-28,08:48:20,28500.0,SBI,NEFT,Phishing,New Delhi,Delhi,New Delhi,28.59732280901262,77.19919461259408,8,5,Saturday,1,0,Medium,Zone_08,28.575450972721967,77.15413797695223
CT013093,2026-08-12,12:11:55,9600.0,ICICI,NEFT,Card Fraud,Gurugram,Haryana,Gurugram,28.418479293054855,76.98962959457342,12,2,Wednesday,0,0,Low,Zone_08,28.41519558634686,76.96226973196038
CT013094,2026-07-08,09:20:30,7400.0,IndusInd,UPI,UPI Fraud,Noida,Uttar Pradesh,Noida,28.570299492954014,77.34681456923049,9,2,Wednesday,0,0,Low,Zone_07,28.677093712191063,77.34550281238246
CT013095,2026-02-10,14:04:57,43000.0,SBI,UPI,Investment Scam,Panipat,Haryana,Panipat,29.425219529911708,76.93947421934642,14,1,Tuesday,0,0,Medium,Zone_05,29.393176494211936,76.90151766411867
CT013096,2026-07-15,23:27:12,48500.0,HDFC,UPI,Account Takeover,Faridabad,Haryana,Faridabad,28.399330623072984,77.3924186602315,23,2,Wednesday,0,1,Medium,Zone_07,28.517470957828753,77.3754328956082
CT013097,2026-01-22,19:12:03,22300.0,ICICI,Debit Card,Phishing,Jalandhar,Punjab,Jalandhar,31.315672905813408,75.53744598179657,19,3,Thursday,0,0,Medium,Zone_02,31.202026505957555,75.63128908883122
CT013098,2026-05-07,18:16:24,16600.0,Bank of Baroda,UPI,UPI Fraud,Amritsar,Punjab,Amritsar,31.680463270326378,74.83307787284642,18,3,Thursday,0,0,Medium,Zone_01,31.757280727304906,74.86278001639178
CT013099,2026-06-10,12:11:22,70100.0,Bank of Baroda,UPI,UPI Fraud,Noida,Uttar Pradesh,Noida,28.53968747490222,77.37117433065441,12,2,Wednesday,0,0,High,Zone_07,28.533024205676117,77.3214501397341
CT013100,2025-11-18,08:47:43,45600.0,SBI,NEFT,Card Fraud,Panipat,Haryana,Panipat,29.38264116312113,76.95144189949791,8,1,Tuesday,0,0,Medium,Zone_05,29.350560594563106,76.96013914478971
CT013101,2026-08-10,18:18:55,14700.0,HDFC,UPI,UPI Fraud,Jalandhar,Punjab,Jalandhar,31.257872343133126,75.53831240203333,18,0,Monday,0,0,Medium,Zone_02,31.331794456608876,75.53269146414306
CT013102,2026-03-11,08:33:22,7900.0,Kotak Mahindra,UPI,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.944783601749776,75.87782505499483,8,2,Wednesday,0,0,Low,Zone_03,30.858923087818923,75.80389604062655
CT013103,2026-09-05,15:33:06,61100.0,HDFC,Debit Card,UPI Fraud,Gurugram,Haryana,Gurugram,28.421125520175565,77.05117550189485,15,5,Saturday,1,0,High,Zone_08,28.418725457423115,77.0332410405624
CT013104,2025-10-01,20:18:02,2200.0,HDFC,NEFT,SIM Swap,New Delhi,Delhi,New Delhi,28.628898803726365,77.19434942943126,20,2,Wednesday,0,0,Low,Zone_08,28.697662760511427,77.20093420357298
CT013105,2026-08-08,21:42:22,16500.0,SBI,NEFT,Card Fraud,Panipat,Haryana,Panipat,29.3463737110947,76.96301215969787,21,5,Saturday,1,0,Medium,Zone_05,29.37389019421512,76.86286073987836
CT013106,2026-06-07,14:43:16,12200.0,Bank of Baroda,UPI,Identity Theft,Noida,Uttar Pradesh,Noida,28.550844146548023,77.37316858758537,14,6,Sunday,1,0,Medium,Zone_07,28.531677256064576,77.36392059691188
CT013107,2026-09-04,01:20:26,10000.0,SBI,Debit Card,Loan Scam,Ghaziabad,Uttar Pradesh,Ghaziabad,28.653401476635896,77.49981849079371,1,4,Friday,0,1,Low,Zone_07,28.767860303450053,77.48607616160564
CT013108,2026-02-16,22:11:34,9100.0,HDFC,NEFT,Card Fraud,Ambala,Haryana,Ambala,30.34997606032226,76.7445464937261,22,0,Monday,0,1,Low,Zone_04,30.366168071176265,76.86935825719584
CT013109,2025-11-22,15:17:50,16300.0,Axis,Debit Card,Remote Access,Noida,Uttar Pradesh,Noida,28.4653154638358,77.3486001465979,15,5,Saturday,1,0,Medium,Zone_07,28.53189736373669,77.33995665985081
CT013110,2025-12-11,18:23:01,44600.0,SBI,UPI,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.88646070495272,75.95173702883677,18,3,Thursday,0,0,Medium,Zone_03,30.80779698952158,75.91999355138162
CT013111,2026-07-17,22:19:21,8900.0,Union Bank,Debit Card,Account Takeover,Gurugram,Haryana,Gurugram,28.395323455580662,76.96627965147962,22,4,Friday,0,1,Low,Zone_08,28.43533333644952,77.16288622250752
CT013112,2025-12-22,07:19:38,66400.0,IndusInd,ATM,Account Takeover,Ludhiana,Punjab,Ludhiana,30.90637877570362,75.87789142084745,7,0,Monday,0,0,High,Zone_03,30.943667644721636,75.81883166343543
CT013113,2025-11-22,20:06:54,13700.0,PNB,ATM,Investment Scam,Jalandhar,Punjab,Jalandhar,31.33822896053249,75.55350498180725,20,5,Saturday,1,0,Medium,Zone_02,31.35092975726567,75.570432601327
CT013114,2025-10-03,22:46:52,5900.0,ICICI,ATM,Account Takeover,Jalandhar,Punjab,Jalandhar,31.334114645733653,75.6369044918901,22,4,Friday,0,1,Low,Zone_02,31.329785262961497,75.70906306303213
CT013115,2025-10-02,08:44:35,9100.0,SBI,UPI,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.878239502726423,75.81043763359001,8,3,Thursday,0,0,Low,Zone_03,31.015001310777855,75.73691930620808
CT013116,2026-08-03,23:44:17,11300.0,Axis,Net Banking,SIM Swap,Ghaziabad,Uttar Pradesh,Ghaziabad,28.635612393809478,77.46594874846039,23,0,Monday,0,1,Medium,Zone_07,28.668242599247737,77.41857726536591
CT013117,2026-03-06,23:02:14,11600.0,HDFC,UPI,SIM Swap,Faridabad,Haryana,Faridabad,28.43268542860796,77.33497014571157,23,4,Friday,0,1,Medium,Zone_07,28.433466099379025,77.50869214101421
CT013118,2025-10-02,10:45:38,7100.0,PNB,UPI,Card Fraud,Jaipur,Rajasthan,Jaipur,26.991996963989155,75.8359187982779,10,3,Thursday,0,0,Low,Zone_10,26.84651199301217,75.81743747709716
CT013119,2026-09-27,16:26:08,30400.0,SBI,ATM,Remote Access,Faridabad,Haryana,Faridabad,28.396288390151636,77.30445654364485,16,6,Sunday,1,0,Medium,Zone_07,28.38985270209391,77.35591264333812
CT013120,2026-02-07,13:03:32,29900.0,Bank of Baroda,Debit Card,SIM Swap,New Delhi,Delhi,New Delhi,28.63649530222629,77.28834732774257,13,5,Saturday,1,0,Medium,Zone_08,28.71326506253711,77.11138679935978
CT013121,2026-08-02,19:09:29,15500.0,HDFC,Debit Card,UPI Fraud,Amritsar,Punjab,Amritsar,31.619585749523996,74.8944610553838,19,6,Sunday,1,0,Medium,Zone_01,31.739300696577725,74.90400201516647
CT013122,2026-05-20,22:38:34,6800.0,Axis,Net Banking,UPI Fraud,Faridabad,Haryana,Faridabad,28.405200011917113,77.367542376285,22,2,Wednesday,0,1,Low,Zone_07,28.410389022241958,77.32836133854667
CT013123,2026-02-18,23:52:38,10300.0,SBI,IMPS,SIM Swap,Panipat,Haryana,Panipat,29.367569119214707,77.01521880469917,23,2,Wednesday,0,1,Medium,Zone_05,29.351460225482956,76.94975012292764
CT013124,2026-07-26,16:14:35,18200.0,HDFC,,Phishing,Jaipur,Rajasthan,Jaipur,26.930949495420286,75.79094444612723,16,6,Sunday,1,0,Medium,Zone_10,26.794444101433413,75.80603320141779
CT013125,2026-01-21,19:26:01,5800.0,ICICI,Debit Card,UPI Fraud,Jaipur,Rajasthan,Jaipur,26.8439094414827,75.77412694814333,19,2,Wednesday,0,0,Low,Zone_10,26.93108799238974,75.68724249749086
CT013126,2026-09-14,23:57:30,5900.0,ICICI,Debit Card,Card Fraud,Amritsar,Punjab,Amritsar,31.54301703461684,74.8375549735815,23,0,Monday,0,1,Low,Zone_01,31.70975125599696,75.01704517755442
CT013127,2025-11-01,00:15:19,13800.0,Union Bank,UPI,UPI Fraud,New Delhi,Delhi,New Delhi,28.605234676558286,77.21960031635905,0,5,Saturday,1,1,Medium,Zone_07,28.663468347273824,77.36775272545633
CT013128,2026-01-11,08:32:39,4800.0,ICICI,ATM,Identity Theft,New Delhi,Delhi,New Delhi,28.65118095751881,77.17671528515777,8,6,Sunday,1,0,Low,Zone_08,28.610735391662068,77.12675686589314
CT013129,2026-09-12,14:47:31,31600.0,SBI,,Account Takeover,Faridabad,Haryana,Faridabad,28.433540263391343,77.32828835073762,14,5,Saturday,1,0,Medium,Zone_07,28.441388212864194,77.31781576575693
CT013130,2025-10-01,19:53:35,20100.0,Axis,Net Banking,Account Takeover,Ludhiana,Punjab,Ludhiana,30.92283138017678,75.90573496605109,19,2,Wednesday,0,0,Medium,Zone_03,30.87052193063026,75.74755885798443
CT013131,2025-10-27,12:53:07,55300.0,HDFC,Net Banking,UPI Fraud,New Delhi,Delhi,New Delhi,28.68084934297324,77.1899169474487,12,0,Monday,0,0,High,Zone_07,28.645666431291975,77.23011951906062
CT013132,2026-06-28,13:34:31,6200.0,IndusInd,UPI,Account Takeover,Noida,Uttar Pradesh,Noida,28.586579487833674,77.32309769049691,13,6,Sunday,1,0,Low,Zone_07,28.504260665652797,77.38854294183568
CT013133,2026-01-24,21:18:42,9900.0,HDFC,NEFT,Identity Theft,Ambala,Haryana,Ambala,30.369551416478544,76.76939255487405,21,5,Saturday,1,0,Low,Zone_04,30.447008507078515,76.7368698979399
CT013134,2026-04-04,00:18:13,34400.0,IndusInd,NEFT,Investment Scam,Faridabad,Haryana,Faridabad,28.39271455083539,77.30735419166115,0,5,Saturday,1,1,Medium,Zone_07,28.48683160928686,77.36387790480114
CT013135,2026-02-19,10:38:41,34300.0,PNB,UPI,Account Takeover,Ludhiana,Punjab,Ludhiana,30.839337099450386,75.87185609603424,10,3,Thursday,0,0,Medium,Zone_03,30.883255271285645,75.89690439211805
CT013136,2026-03-02,23:54:54,4600.0,HDFC,NEFT,Loan Scam,Jaipur,Rajasthan,Jaipur,26.913201459456097,75.79240145014131,23,0,Monday,0,1,Low,Zone_10,26.94642758704074,75.72045799984984
CT013137,2026-09-10,10:57:52,65200.0,ICICI,Debit Card,Account Takeover,Ludhiana,Punjab,Ludhiana,30.9601823648589,75.86018766208691,10,3,Thursday,0,0,High,Zone_03,30.859863020924056,75.95479672990142
CT013138,2026-06-15,19:28:12,9100.0,Axis,UPI,Phishing,Amritsar,Punjab,Amritsar,31.673972415835525,74.89241885203295,19,0,Monday,0,0,Low,Zone_01,31.641144014530553,74.87305450245276
CT013139,2026-01-11,06:41:23,58500.0,Axis,Net Banking,Account Takeover,Chandigarh,Chandigarh,Chandigarh,30.778714525802208,76.80026690580725,6,6,Sunday,1,0,High,Zone_04,30.739470332167695,76.65124086729426
CT013140,2026-09-28,06:00:06,14500.0,ICICI,UPI,SIM Swap,Ghaziabad,Uttar Pradesh,Ghaziabad,28.670592567599204,77.48699142796093,6,0,Monday,0,0,Medium,Zone_07,28.733939655488808,77.4905033050709
CT013141,2026-01-04,12:39:11,37700.0,PNB,Debit Card,SIM Swap,New Delhi,Delhi,New Delhi,28.598630248330696,77.17923103660685,12,6,Sunday,1,0,Medium,Zone_08,28.508987287344464,77.18430384524623
CT013142,2025-12-22,16:22:43,3000.0,Bank of Baroda,IMPS,UPI Fraud,Jalandhar,Punjab,Jalandhar,31.340216546472327,75.55649602723103,16,0,Monday,0,0,Low,Zone_02,31.42255066327038,75.55487145085468
CT013143,2026-06-20,18:48:52,500000.0,Axis,UPI,Loan Scam,Amritsar,Punjab,Amritsar,31.662607632471897,74.84367847137133,18,5,Saturday,1,0,Very High,Zone_01,31.66290511353664,74.85481799169344
CT013144,2026-05-18,11:57:07,17800.0,PNB,UPI,Card Fraud,Noida,Uttar Pradesh,Noida,28.530261838874868,77.41650424447516,11,0,Monday,0,0,Medium,Zone_07,28.552927836209268,77.33705841570348
CT013145,2025-10-22,13:44:37,54900.0,IndusInd,UPI,Remote Access,Gurugram,Haryana,Gurugram,28.484617444752026,76.99460176397781,13,2,Wednesday,0,0,High,Zone_08,28.331324820275242,76.98470475264477
CT013146,2026-05-06,22:01:13,19300.0,Axis,ATM,Identity Theft,Jalandhar,Punjab,Jalandhar,31.30692582146593,75.56570380102704,22,2,Wednesday,0,1,Medium,Zone_02,31.368825341161465,75.51842888358445
CT013147,2026-04-27,08:48:24,24800.0,ICICI,Debit Card,Card Fraud,Jaipur,Rajasthan,Jaipur,26.915379019404135,75.88754034678993,8,0,Monday,0,0,Medium,Zone_10,26.797929951510014,75.75015936568286
CT013148,2026-05-13,00:09:52,42300.0,HDFC,Net Banking,Identity Theft,Ludhiana,Punjab,Ludhiana,30.881391641642495,75.88191270931546,0,2,Wednesday,0,1,Medium,Zone_03,30.979271376061142,75.94551302053004
CT013149,2025-12-16,14:21:40,79900.0,SBI,IMPS,Remote Access,Faridabad,Haryana,Faridabad,28.412893761233402,77.33688207382586,14,1,Tuesday,0,0,High,Zone_07,28.293729288033223,77.28746726326554
CT013150,2026-04-12,22:07:26,18000.0,HDFC,Debit Card,Remote Access,Patiala,Punjab,Patiala,30.349098686127537,76.35490532862123,22,6,Sunday,1,1,Medium,Zone_04,30.428700117995774,76.42687457295044
CT013151,2025-11-03,20:39:36,70400.0,ICICI,ATM,UPI Fraud,New Delhi,Delhi,New Delhi,28.613707713231626,77.25815435844113,20,0,Monday,0,0,High,Zone_07,28.66036620328926,77.2613006312482
